temperature,hour,day,month,dayofweek,weather_condition_clear-day,weather_condition_clear-night,weather_condition_cloudy,weather_condition_fog,weather_condition_rain,weather_condition_snow,weather_condition_wind,weather_condition_None,location_name_Kaiserstraße,location_name_Schönbornstraße,location_name_Spiegelstraße
0.8407293822550379,-0.20723466952717898,1.421366183406677,0.22670599034219482,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.733180969164643,-0.6420992605522103,-0.26443072222739433,-1.4570370465799052,1.0204078073404599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.527878400314524,-1.6567833062772834,0.522274500401839,1.3492013482902614,0.018484972173230734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5375338420316362,-0.20723466952717898,0.522274500401839,1.3492013482902614,0.018484972173230734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.31113105125321716,-0.06227980585216853,-1.5006817863590467,-1.4570370465799052,-0.9834378629939985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2531238584493511,-0.4971443968771999,-0.9387494844810229,1.3492013482902614,0.5194463897568453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2576889159113531,-0.9320089879022313,0.6346609607774437,0.7879536693162281,-0.9834378629939985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.1643610020000725,-1.2219187152522522,0.29750157965062946,-1.4570370465799052,0.018484972173230734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5955410348355024,-0.4971443968771999,0.18511511927502472,0.22670599034219482,-0.48247644541038387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8799510184177874,-1.6567833062772834,0.07272865889941994,0.22670599034219482,-0.9834378629939985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8265088830759234,-0.35218953320218943,-0.3768171826029991,1.3492013482902614,-0.48247644541038387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.31113105125321716,-0.7870541242272208,-1.2759088656078372,-1.4570370465799052,0.018484972173230734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5528795372981596,0.8074493761978941,0.971820341904258,-0.33454168863183853,1.5213692249240744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.026721067670932037,0.8074493761978941,-0.6015901033542086,-0.8957893676058718,1.0204078073404599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.45333604304435976,-1.0769638515772417,0.29750157965062946,-0.8957893676058718,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2576889159113531,-0.7870541242272208,-0.26443072222739433,1.3492013482902614,0.018484972173230734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8265088830759234,-0.6420992605522103,0.6346609607774437,0.7879536693162281,-0.9834378629939985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.6797388338227788,-0.4971443968771999,0.971820341904258,1.3492013482902614,-1.484399280577613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.19736705782030303,-0.20723466952717898,0.29750157965062946,-0.33454168863183853,-1.484399280577613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.527878400314524,1.097359103547915,1.3089797230310725,0.22670599034219482,1.0204078073404599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.45333604304435976,-1.511828442602273,-0.26443072222739433,0.22670599034219482,1.0204078073404599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.39989390770249567,-1.511828442602273,0.40988804002623425,0.7879536693162281,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2576889159113531,-1.6567833062772834,1.7585255645334914,0.7879536693162281,0.5194463897568453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.26846955371587433,-0.35218953320218943,0.40988804002623425,-0.33454168863183853,-0.9834378629939985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5386590381190453,-0.20723466952717898,1.421366183406677,-0.8957893676058718,-0.48247644541038387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.733180969164643,-1.0769638515772417,1.421366183406677,-1.4570370465799052,1.5213692249240744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.09782356356650332,0.8074493761978941,0.29750157965062946,-0.8957893676058718,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.968713874867066,-0.4971443968771999,-1.6130682467346515,1.9104490272642949,-1.484399280577613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.8753859609557855,-0.9320089879022313,-0.15204426185178957,-1.4570370465799052,1.5213692249240744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
